REF_AREA_ID,FINAL_REF_AREA_NAME,CATEGORY,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,GROWTH_RATE_10YR,GROWTH_RATE_10YR2
TUN,Tunisia,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,1829252,1858760,1892590,1932323,1975094,2021186,2077678,2140279,2200982,2258242,2311412,2360251,2406652,2453693,2502346,2553234,2603956,2652109,2696928,2738503,2777328,2816684,2858855,2903756,2955201,3011854,3069396,3122838,3166275,3196806,3217173,3230227,3236234,3237032,3230977,3216068,3189998,3152254,3104735,3047093,2982247,2914021,2846468,2785394,2733672,2691013,2654908,2624812,2602889,2591289,2593228,2609141,2640763,2687095,2742542,2802116,2861049,2917198,2965974,3004844,3034359,3055772,3069270,3074184,14.41%,0.16%
TUN,Tunisia,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,2232140,2247010,2261442,2274919,2289993,2312103,2344806,2389760,2447562,2514764,2587752,2667229,2752282,2841513,2934506,3031228,3131033,3232978,3337240,3444159,3554643,3668770,3785141,3904673,4031160,4161143,4290707,4423068,4560601,4704096,4853331,5008078,5166159,5323928,5479680,5629297,5774818,5921729,6069643,6219797,6372054,6525049,6675843,6820055,6953301,7072630,7182298,7286826,7385463,7477206,7561113,7658329,7744389,7799943,7847876,7888710,7927145,7963949,8001144,8040015,8084072,8128325,8172214,8222662,5.42%,0.62%
TUN,Tunisia,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,134075,130616,127712,125683,124329,123993,126487,131232,136459,142155,148240,154560,161214,168444,176263,184612,195009,207681,220709,233529,246184,258596,270967,282841,292796,303095,315396,328395,341911,355494,369519,384548,400147,416213,432483,448736,465734,483965,502770,521177,539015,556053,572250,588349,605253,624701,646353,668757,692028,716008,740722,765059,789231,813246,838531,866953,897473,930295,965923,1004455,1043292,1078849,1114633,1161377,42.81%,4.19%
TUN,Tunisia,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,2621705,2628678,2637940,2650321,2665298,2686671,2718921,2748472,2782575,2818256,2852692,2886137,2919059,2952611,2986739,3023687,3072688,3120777,3166531,3209892,3251648,3293524,3335778,3378565,3420403,3451039,3479534,3504773,3524931,3539434,3549367,3556409,3559571,3558372,3558693,3580646,3595869,3606978,3614124,3617376,3617788,3616435,3613651,3610134,3607425,3611300,3614311,3617543,3621396,3626182,3632741,3647574,3663186,3673157,3683321,3692017,3698981,3703832,3705806,3704682,3701056,3692618,3680393,3669694,-0.09%,-0.29%
TUN,Tunisia,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,1573762,1607708,1643804,1682605,1724119,1770611,1830051,1912799,2002428,2096906,2194712,2295903,2401089,2511039,2626377,2745387,2857310,2971992,3088345,3206299,3326508,3450526,3579185,3712705,3858754,4025053,4195965,4369529,4543857,4716962,4890656,5066444,5242969,5418801,5584448,5713456,5834681,5950970,6063024,6170691,6275528,6378688,6480910,6583664,6684800,6777044,6869247,6962852,7058984,7158322,7262322,7384954,7511197,7627127,7745627,7865762,7986686,8107611,8227235,8344632,8460667,8570328,8675724,8788529,15.23%,1.30%
TUN,Tunisia,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,4195467,4236386,4281744,4332926,4389417,4457282,4548972,4661271,4785003,4915162,5047404,5182040,5320148,5463650,5613116,5769074,5929998,6092769,6254876,6416191,6578156,6744050,6914963,7091270,7279157,7476092,7675499,7874302,8068788,8256396,8440023,8622853,8802540,8977173,9143141,9294102,9430550,9557948,9677148,9788067,9893316,9995123,10094561,10193798,10292225,10388344,10483558,10580395,10680380,10784504,10895063,11032528,11174383,11300284,11428948,11557779,11685667,11811443,11933041,12049314,12161723,12262946,12356117,12458223,10.25%,0.83%
TUR,Turkiye,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,5586131,5765726,5958308,6141478,6303119,6444741,6641649,6902762,7122393,7273620,7390983,7491426,7594092,7719033,7846750,7953928,8082472,8245465,8391914,8510155,8626007,8744589,8869408,8948229,9017989,9128483,9223686,9304473,9375568,9440420,9495732,9532492,9557893,9581794,9603674,9624785,9651552,9682141,9709066,9726467,9730890,9738170,9730270,9693529,9654611,9627106,9608628,9550578,9537792,9524459,9514485,9493366,9447981,9404750,9374962,9372714,9390217,9438196,9530458,9614158,9630814,9625016,9618097,9552450,1.57%,-0.68%
TUR,Turkiye,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,7233213,7398005,7571414,7759388,7962686,8175594,8363611,8522661,8735372,9004928,9278175,9525677,9743157,9950139,10152177,10371059,10643499,10955392,11283679,11634683,11974407,12289416,12632186,13071228,13518991,13918243,14320077,14722886,15132577,15547707,15964884,16387297,16811094,17241326,17681811,18112144,18530862,18940455,19341400,19738195,20137741,20547238,20949739,21360809,21791225,22209973,22607792,22885429,23271637,23702303,24180750,24654958,25088829,25521295,25961498,26371145,26775719,27144893,27434750,27729468,27967679,28227388,28495880,28588582,12.02%,0.33%
TUR,Turkiye,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,672329,695827,719994,745724,772877,799766,820977,837034,852616,867751,883515,906594,935429,963499,990434,1015959,1037730,1056782,1077206,1099002,1122241,1146537,1172732,1201762,1232898,1265879,1300705,1337457,1376537,1418017,1461618,1507600,1555824,1605970,1657853,1711216,1766182,1822535,1880203,1938641,1998918,2062262,2127622,2195443,2265968,2337823,2410075,2472667,2548936,2628141,2713450,2804030,2895434,2995155,3104382,3218581,3331383,3437223,3607559,3821349,3979615,4119884,4284560,4439230,48.21%,3.61%
TUR,Turkiye,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,13491673,13859558,14249716,14646590,15038682,15420101,15826237,16262457,16710380,17146299,17552672,17923697,18272677,18632671,18989362,19340945,19763701,20257639,20752799,21243840,21722656,22180542,22674326,23221218,23769878,24312604,24844469,25364816,25884683,26406144,26922234,27427388,27924811,28429090,28943339,29448145,29948597,30445131,30930669,31403302,31867550,32347670,32807631,33249782,33711804,34174902,34626495,34908674,35358365,35854904,36408685,36952354,37432245,37921200,38440841,38962439,39497319,40020312,40572768,41164975,41578108,41972288,42398537,42580261,12.29%,0.43%
TUR,Turkiye,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,6000744,6177186,6358187,6532128,6698299,6847407,7039578,7298131,7536086,7719027,7878477,8032476,8182026,8335439,8482421,8593382,8681957,8783457,8887222,8979221,9075739,9176450,9290968,9358926,9419465,9529215,9625562,9708937,9784008,9853967,9914780,9957118,9989010,10019919,10048124,10075794,10110165,10149018,10184798,10211324,10223916,10238268,10235699,10201564,10163738,10137344,10120511,10062152,10051793,10041019,10033321,10013123,9965800,9918680,9883177,9876023,9891065,9940001,10036807,10124218,10140577,10133207,10124985,10054783,1.37%,-0.69%
TUR,Turkiye,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,7542437,7718158,7902480,8099951,8298358,8499919,8670533,8799923,8940449,9127026,9347387,9612250,9915988,10216824,10522469,10846101,11147804,11429167,11726373,12025625,12343230,12673342,13025177,13474950,13932567,14333817,14736641,15139970,15549579,15964219,16380743,16802484,17224197,17651444,18090395,18519748,18939085,19352514,19760281,20167808,20580201,21002577,21418124,21842689,22287691,22720761,23131946,23420929,23821439,24266710,24761662,25254228,25705988,26158605,26622542,27055860,27481819,27878811,28206909,28545845,28822995,29111219,29402367,29505677,12.80%,0.35%
TUR,Turkiye,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,476127,500098,523265,549210,577482,607109,636437,665979,697160,729639,762455,791534,817344,843303,869167,893161,907535,915394,925812,938791,947444,951543,959520,971332,984854,1000038,1017212,1036430,1057620,1080902,1106385,1134181,1164019,1195554,1228387,1261801,1295939,1330763,1366456,1403182,1441880,1483504,1527207,1573293,1621842,1671708,1722382,1766356,1820081,1876573,1938482,2003923,2071794,2149140,2235325,2324158,2407759,2473574,2590720,2744402,2842999,2930603,3054024,3185279,48.21%,4.30%
TUR,Turkiye,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,14019307,14395443,14783931,15181288,15574139,15954435,16346548,16764033,17173695,17575692,17988319,18436259,18915359,19395566,19874057,20332644,20737296,21128018,21539407,21943637,22366413,22801335,23275665,23805208,24336886,24863070,25379416,25885337,26391207,26899089,27401908,27893784,28377226,28866917,29366906,29857344,30345189,30832295,31311535,31782313,32245997,32724349,33181031,33617545,34073271,34529813,34974838,35249438,35693313,36184302,36733465,37271275,37743582,38226425,38741044,39256041,39780643,40292386,40834436,41414465,41806571,42175029,42581376,42745739,11.82%,0.39%
TUR,Turkiye,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,11586874,11942912,12316495,12673605,13001417,13292148,13681227,14200893,14658479,14992647,15269459,15523902,15776118,16054471,16329172,16547310,16764429,17028922,17279135,17489375,17701747,17921039,18160376,18307154,18437454,18657697,18849248,19013409,19159577,19294387,19410512,19489609,19546904,19601713,19651799,19700580,19761717,19831159,19893864,19937790,19954807,19976437,19965970,19895093,19818350,19764450,19729139,19612731,19589585,19565478,19547806,19506489,19413782,19323430,19258139,19248737,19281282,19378197,19567265,19738376,19771392,19758223,19743082,19607232,1.47%,-0.69%
TUR,Turkiye,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,14775651,15116164,15473894,15859338,16261044,16675513,17034144,17322584,17675821,18131954,18625561,19137927,19659145,20166963,20674646,21217161,21791304,22384559,23010053,23660308,24317637,24962758,25657364,26546178,27451559,28252059,29056719,29862856,30682157,31511927,32345627,33189781,34035291,34892770,35772206,36631892,37469947,38292969,39101681,39906002,40717943,41549815,42367864,43203498,44078915,44930735,45739738,46306358,47093075,47969013,48942413,49909186,50794817,51679899,52584039,53427004,54257538,55023704,55641659,56275313,56790674,57338607,57898247,58094259,12.41%,0.34%
TUR,Turkiye,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,1148456,1195926,1243258,1294934,1350359,1406875,1457414,1503013,1549776,1597389,1645969,1698128,1752772,1806801,1859602,1909120,1945265,1972175,2003018,2037793,2069686,2098080,2132251,2173093,2217752,2265916,2317918,2373887,2434157,2498919,2568003,2641782,2719843,2801524,2886241,2973018,3062122,3153299,3246659,3341823,3440798,3545766,3654829,3768736,3887810,4009531,4132457,4239023,4369018,4504714,4651932,4807954,4967228,5144295,5339706,5542738,5739142,5910797,6198280,6565751,6822614,7050487,7338584,7624509,48.21%,3.90%
TUR,Turkiye,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,18840895,19195318,19569259,19943813,20302423,20635974,20928718,21216547,21490297,21735619,21952248,22199572,22461573,22718829,22960509,23174931,23455342,23793441,24135739,24463546,24786875,24655017,24354874,24071886,23748385,23384016,23138144,22928806,22694532,22442037,22162620,22141746,22229170,22313930,22396965,22463140,22517920,22562961,22592053,22605917,22605796,22553961,22453302,22332350,22216558,22095436,21959221,21711831,21563474,21438147,21339222,21226473,21068777,20916991,20779679,20641074,20506038,20364088,20235389,20124610,19924769,19716558,19526684,19229921,-8.07%,-1.52%
TUR,Turkiye,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,8670085,9059684,9464388,9884064,10310398,10738562,11244067,11809943,12393778,12986371,13588742,14160385,14726462,15309407,15902911,16498659,17045655,17592215,18156467,18723930,19302194,20326860,21595117,22954539,24358379,25791657,27085741,28321346,29581358,30863197,32161522,33179426,34072867,34982078,35913280,36842350,37775866,38714465,39650151,40579698,41507751,42518057,43535361,44534977,45568517,46609279,47642112,48446281,49488204,50601059,51802928,52997156,54107050,55230633,56402205,57577405,58771924,59948610,61171815,62454830,63459911,64430760,65453229,66096079,19.67%,0.98%
TUR,Turkiye,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,27510980,28255002,29033647,29827877,30612821,31374536,32172785,33026490,33884075,34721990,35540990,36359957,37188035,38028236,38863420,39673590,40500997,41385656,42292206,43187476,44089069,44981877,45949991,47026425,48106764,49175673,50223885,51250152,52275890,53305234,54324142,55321172,56302037,57296008,58310245,59305490,60293786,61277426,62242204,63185615,64113547,65072018,65988663,66867327,67785075,68704715,69601333,70158112,71051678,72039206,73142150,74223629,75175827,76147624,77181884,78218479,79277962,80312698,81407204,82579440,83384680,84147318,84979913,85326000,12.05%,0.41%
TKM,Turkmenistan,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,311849,334065,356363,378076,397764,415112,431358,446637,460800,473952,486195,497578,507959,517371,526015,533992,541543,548978,556549,564613,573624,584121,596552,611108,627882,646981,668206,690666,713018,734008,752896,770113,786896,803248,817585,829074,837042,841536,843345,842140,837452,829301,818692,807325,796155,786552,779380,774015,770850,771223,776013,785302,798709,815408,834448,854780,875688,896648,916549,934532,950341,963646,974085,981145,20.33%,0.72%
TKM,Turkmenistan,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,465354,471495,478225,485890,495638,507575,520305,533654,547915,563307,579992,598087,617713,638746,660777,683443,706306,729071,751949,775148,799239,824317,849811,875305,900477,925609,951210,977475,1004330,1030884,1058235,1088102,1119664,1151935,1184256,1215933,1242250,1266756,1296978,1331127,1367757,1406370,1445975,1484206,1522748,1562888,1602698,1643174,1684677,1725862,1765162,1801640,1835053,1865609,1893674,1919635,1943389,1965159,1985949,2006405,2027715,2050210,2073114,2096676,12.39%,1.14%
TKM,Turkmenistan,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,43337,43715,44266,45029,46054,47315,48841,50699,52734,54776,56845,58857,60750,62682,64850,67259,69835,72611,75397,77734,79450,80537,80980,81119,81445,82128,83078,84293,85821,87517,89495,92047,95011,98191,101461,104529,107023,108917,110509,112143,114101,116472,119236,122241,125233,127624,129022,129259,128267,126736,125661,125756,127195,129928,133813,138780,144741,151516,158982,167252,176227,186270,197713,210220,61.80%,6.33%
TKM,Turkmenistan,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,820540,849275,878854,908995,939457,970002,1000504,1030990,1061449,1092034,1123033,1154522,1186422,1218798,1251643,1284694,1317685,1350660,1383895,1417495,1452313,1488975,1527342,1567532,1609805,1654719,1702494,1752433,1803169,1852410,1900626,1950262,2001570,2053374,2103302,2149535,2186314,2217209,2250831,2285410,2319309,2352143,2383903,2413772,2444135,2477064,2511099,2546448,2583794,2623822,2666836,2712698,2760957,2810945,2861936,2913195,2963818,3013322,3061479,3108189,3154282,3200126,3244911,3288041,16.97%,1.33%
TKM,Turkmenistan,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,317568,339547,361722,383473,403345,421151,438090,454065,468932,482801,495766,507888,519025,529192,538606,547357,555687,563917,572283,581153,590268,600160,611706,624455,638117,653106,670300,689436,708297,728896,751048,771627,791606,810895,828024,842162,852664,859744,864258,865778,863856,858547,850628,841791,831780,822053,814920,809742,806945,807923,813584,824020,838794,856990,877579,899466,921915,944374,965678,984928,1001839,1016071,1027154,1034532,20.72%,0.72%
TKM,Turkmenistan,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,425839,431727,438343,445961,455701,467508,480047,493394,507856,523602,540770,559458,579727,601539,624656,648688,673307,698237,723396,748687,773222,796890,820501,844432,869035,894255,919397,944053,968731,994218,1021222,1050143,1080512,1111493,1142478,1172700,1197431,1220061,1247955,1279549,1313556,1349614,1387046,1423441,1461515,1502382,1542544,1582953,1624168,1664997,1704006,1740413,1774108,1805265,1834012,1860768,1885656,1908786,1930955,1952825,1975787,2000272,2025388,2051460,13.64%,1.29%
TKM,Turkmenistan,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,38105,38019,37949,37957,38118,38434,38916,39574,40345,41121,41863,42566,43199,43793,44419,45022,45599,46205,46753,47057,47101,46910,46423,45784,45208,44806,44581,44579,44912,45779,47382,49751,52682,55936,59232,62226,64684,66659,68475,70343,72412,74791,77392,79983,82362,84277,85465,85752,85176,84216,83542,83680,84821,86894,89624,93002,97173,101901,106954,112477,118531,125385,133318,142066,63.49%,6.56%
TKM,Turkmenistan,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,781511,809293,838014,867391,897164,927093,957053,987034,1017133,1047524,1078399,1109912,1141951,1174525,1207681,1241067,1274594,1308359,1342432,1376898,1410591,1443959,1478630,1514671,1552360,1592168,1634278,1678068,1721940,1768893,1819653,1871520,1924800,1978325,2029735,2077088,2114779,2146464,2180687,2215670,2249823,2282951,2315065,2345215,2375657,2408711,2442930,2478447,2516289,2557135,2601133,2648113,2697724,2749149,2801215,2853236,2904744,2955061,3003587,3050231,3096157,3141729,3185860,3228059,17.42%,1.32%
TKM,Turkmenistan,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,629417,673613,718084,761549,801109,836263,869448,900702,929732,956752,981962,1005466,1026984,1046563,1064621,1081349,1097231,1112894,1128831,1145766,1163892,1184280,1208257,1235562,1265999,1300088,1338506,1380102,1421315,1462904,1503944,1541740,1578501,1614143,1645610,1671235,1689706,1701279,1707602,1707917,1701307,1687848,1669320,1649116,1627935,1608604,1594300,1583757,1577795,1579146,1589597,1609322,1637503,1672399,1712027,1754246,1797603,1841021,1882226,1919460,1952180,1979718,2001238,2015678,20.53%,0.72%
TKM,Turkmenistan,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,891194,903222,916568,931852,951340,975083,1000352,1027048,1055771,1086908,1120762,1157545,1197440,1240285,1285434,1332131,1379614,1427308,1475345,1523835,1572461,1621207,1670312,1719737,1769513,1819864,1870608,1921528,1973062,2025102,2079457,2138244,2200175,2263428,2326734,2388633,2439680,2486817,2544932,2610675,2681312,2755984,2833021,2907648,2984262,3065270,3145242,3226126,3308845,3390860,3469169,3542053,3609162,3670874,3727686,3780403,3829045,3873945,3916904,3959231,4003502,4050483,4098501,4148135,13.00%,1.21%
TKM,Turkmenistan,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,81442,81735,82216,82986,84172,85749,87757,90273,93078,95897,98708,101423,103950,106475,109270,112280,115435,118817,122150,124791,126550,127447,127403,126903,126653,126935,127659,128872,130733,133296,136877,141798,147692,154126,160694,166755,171707,175576,178983,182486,186513,191262,196627,202225,207595,211901,214487,215011,213443,210952,209204,209436,212016,216822,223438,231782,241913,253417,265936,279730,294757,311655,331031,352287,62.48%,6.42%
TKM,Turkmenistan,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,858508,886389,915056,944185,973538,1002823,1031946,1060875,1089696,1118539,1149588,1183506,1217949,1253000,1288637,1324584,1360610,1396809,1433394,1472673,1515106,1558620,1604077,1651536,1701371,1754098,1809966,1868354,1927636,1985923,2043363,2102362,2163272,2224731,2284164,2333349,2364827,2389503,2416728,2444581,2471306,2496601,2520432,2541918,2563551,2586920,2610377,2633999,2658775,2685186,2713479,2743395,2774375,2805568,2836050,2864936,2891557,2915376,2935916,2953086,2967958,2980799,2990694,2997211,6.83%,0.22%
TKM,Turkmenistan,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,743544,772180,801812,832202,863083,894272,925611,957149,988885,1021018,1051844,1080928,1110425,1140323,1170688,1201176,1231670,1262210,1292933,1321719,1347797,1374314,1401895,1430666,1460794,1492789,1526807,1562147,1597474,1635380,1676915,1719420,1763097,1806967,1848873,1893274,1936266,1974169,2014789,2056498,2097826,2138493,2178536,2217070,2256241,2298855,2343652,2390895,2441308,2495771,2554491,2617416,2684307,2754527,2827102,2901495,2977004,3053007,3129150,3205334,3282480,3361056,3440076,3518889,27.75%,2.29%
TKM,Turkmenistan,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,1602052,1658569,1716868,1776387,1836621,1897095,1957557,2018024,2078581,2139557,2201432,2264434,2328374,2393323,2459325,2525760,2592280,2659019,2726327,2794392,2862903,2932934,3005972,3082202,3162165,3246887,3336773,3430501,3525110,3621303,3720278,3821782,3926369,4031698,4133037,4226623,4301093,4363672,4431517,4501079,4569132,4635094,4698968,4758988,4819792,4885775,4954029,5024894,5100083,5180957,5267970,5360811,5458682,5560095,5663152,5766431,5868561,5968383,6065066,6158420,6250438,6341855,6430770,6516100,17.19%,1.33%
TUV,Tuvalu,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,1125,1162,1191,1210,1213,1206,1207,1216,1225,1224,1215,1203,1191,1184,1201,1236,1266,1289,1310,1322,1332,1342,1349,1355,1364,1391,1433,1480,1533,1587,1642,1697,1732,1743,1741,1729,1711,1692,1672,1657,1645,1635,1633,1641,1649,1650,1647,1640,1633,1630,1633,1641,1654,1652,1636,1625,1615,1608,1618,1641,1669,1695,1719,1739,5.27%,1.16%
TUV,Tuvalu,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,1516,1496,1475,1458,1480,1536,1593,1650,1706,1745,1773,1805,1833,1856,1917,2024,2145,2276,2409,2518,2589,2644,2679,2699,2718,2740,2761,2781,2802,2816,2829,2839,2838,2831,2834,2841,2853,2868,2879,2885,2886,2883,2873,2875,2903,2938,2975,3019,3067,3120,3173,3219,3259,3277,3282,3285,3287,3280,3281,3297,3324,3359,3378,3379,3.11%,0.03%
TUV,Tuvalu,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,128,133,139,146,148,144,142,143,143,143,144,147,148,155,165,174,184,194,202,208,217,227,234,244,254,262,271,279,287,295,302,312,324,331,337,342,346,347,345,343,339,327,317,319,326,334,342,347,346,342,340,341,347,351,354,351,343,342,353,362,374,395,416,443,26.21%,6.49%
TUV,Tuvalu,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,2769,2791,2805,2813,2840,2886,2942,3009,3074,3112,3132,3155,3173,3195,3283,3434,3595,3759,3920,4049,4138,4213,4262,4298,4336,4393,4465,4540,4622,4699,4773,4848,4894,4905,4911,4912,4910,4907,4896,4885,4869,4845,4822,4835,4878,4922,4965,5006,5045,5093,5146,5202,5260,5280,5272,5261,5244,5230,5252,5301,5367,5449,5513,5561,5.32%,0.87%
TUV,Tuvalu,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,1120,1163,1196,1219,1219,1209,1214,1234,1265,1276,1270,1267,1265,1261,1278,1316,1355,1391,1421,1437,1445,1449,1448,1447,1450,1472,1516,1564,1617,1673,1728,1786,1836,1866,1886,1898,1902,1894,1877,1862,1846,1831,1822,1812,1802,1792,1781,1773,1774,1779,1792,1815,1844,1850,1831,1816,1806,1800,1803,1814,1830,1849,1866,1878,1.51%,0.64%
TUV,Tuvalu,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,1422,1379,1346,1322,1306,1294,1281,1267,1252,1257,1281,1307,1330,1358,1423,1516,1613,1720,1844,1953,2033,2097,2161,2224,2272,2314,2356,2393,2427,2454,2477,2499,2505,2508,2520,2530,2548,2579,2612,2648,2683,2711,2736,2793,2883,2964,3047,3134,3220,3303,3382,3457,3524,3556,3559,3556,3552,3542,3546,3565,3583,3603,3621,3638,2.31%,0.47%
TUV,Tuvalu,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,93,104,125,150,161,158,154,147,139,133,130,126,124,121,117,114,114,113,113,113,114,116,121,129,140,150,159,168,179,190,205,220,231,238,243,245,249,251,248,244,241,234,230,227,229,234,238,236,234,231,230,226,227,232,237,245,252,256,263,275,289,303,312,319,37.50%,2.24%
TUV,Tuvalu,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,2635,2646,2667,2691,2686,2662,2649,2648,2655,2667,2681,2700,2719,2739,2817,2947,3082,3225,3377,3503,3592,3662,3731,3801,3861,3937,4031,4125,4223,4317,4410,4505,4572,4612,4648,4673,4700,4723,4737,4755,4769,4777,4787,4833,4914,4991,5066,5143,5227,5314,5404,5498,5595,5638,5627,5617,5609,5598,5613,5654,5702,5755,5799,5835,3.49%,0.62%
TUV,Tuvalu,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,2245,2325,2387,2429,2432,2415,2421,2450,2490,2501,2485,2470,2456,2444,2479,2553,2621,2681,2730,2760,2778,2791,2797,2802,2813,2863,2949,3044,3150,3260,3370,3483,3568,3608,3626,3627,3614,3585,3550,3519,3491,3466,3455,3453,3451,3442,3428,3413,3406,3410,3425,3456,3498,3502,3466,3440,3420,3408,3421,3455,3498,3544,3585,3617,3.28%,0.89%
TUV,Tuvalu,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,2938,2875,2820,2779,2786,2830,2874,2917,2958,3002,3054,3112,3163,3213,3340,3540,3758,3996,4253,4471,4622,4740,4840,4924,4990,5053,5117,5174,5228,5271,5305,5339,5343,5340,5354,5371,5402,5447,5491,5533,5568,5594,5608,5669,5785,5901,6022,6153,6286,6424,6555,6676,6783,6834,6842,6841,6838,6822,6827,6863,6907,6963,6999,7017,2.68%,0.26%
TUV,Tuvalu,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,221,236,264,295,308,302,296,290,281,276,275,272,272,276,282,288,298,307,314,321,331,343,356,373,394,412,430,447,466,486,507,533,555,569,579,587,595,598,593,587,579,561,546,546,555,568,579,584,580,574,570,567,573,583,591,596,594,598,616,638,664,697,728,761,30.53%,4.53%
TUV,Tuvalu,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,4545,4542,4540,4535,4520,4505,4505,4522,4542,4543,4530,4520,4506,4495,4575,4737,4905,5075,5243,5363,5425,5459,5472,5473,5466,5476,5480,5480,5479,5469,5449,5426,5419,5410,5395,5370,5346,5317,5280,5243,5203,5154,5108,5061,5025,4986,4943,4898,4852,4810,4769,4729,4687,4606,4492,4380,4271,4166,4087,4030,3983,3945,3900,3847,-16.48%,-1.36%
TUV,Tuvalu,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,859,894,931,968,1005,1043,1086,1135,1187,1236,1284,1334,1385,1439,1525,1644,1772,1909,2054,2189,2306,2415,2521,2626,2731,2853,3016,3185,3365,3548,3733,3928,4047,4107,4164,4215,4265,4313,4354,4397,4435,4467,4501,4607,4766,4926,5087,5251,5420,5598,5781,5971,6167,6312,6407,6497,6581,6662,6778,6926,7086,7259,7412,7549,19.60%,1.85%
TUV,Tuvalu,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,5404,5436,5471,5503,5525,5548,5591,5657,5729,5779,5814,5854,5891,5934,6100,6381,6677,6984,7297,7552,7731,7874,7993,8099,8197,8329,8496,8665,8844,9017,9182,9354,9466,9517,9559,9585,9611,9630,9634,9640,9638,9621,9609,9668,9791,9912,10030,10149,10272,10408,10550,10700,10854,10918,10899,10877,10852,10828,10865,10956,11069,11204,11312,11396,4.38%,0.74%
